EEID,Full Name,Job Title,Department,Business Unit,Gender,Ethnicity,Age,Hire Date,Annual Salary,Bonus %,Country,City,Exit Date
E01432,Peyton Garza,Systems Analyst,IT,Manufacturing,Female,Latino,53,15-08-04,"$44,735 ",0% ,Brazil,Manaus,
E02628,Nora Nelson,Analyst II,Finance,Manufacturing,Female,Caucasian,41,09-01-07,"$50,685 ",0% ,United States,Columbus,
E03578,Maverick Li,Analyst II,Sales,Research & Development,Male,Asian,34,10-03-18,"$58,993 ",0% ,United States,Austin,
E03563,Ian Barnes,Operations Engineer,Engineering,Corporate,Male,Caucasian,47,08-06-20,"$115,765 ",0% ,United States,Miami,02-02-21
E02781,Athena Vu,Director,Accounting,Manufacturing,Female,Asian,63,06-03-07,"$193,044 ",15% ,United States,Miami,
E04739,Ruby Washington,Analyst,Marketing,Research & Development,Female,Black,65,17-06-11,"$56,686 ",0% ,United States,Seattle,09-06-15
E02665,Bella Butler,Sr. Manger,Finance,Manufacturing,Female,Black,33,25-10-19,"$131,652 ",11% ,United States,Seattle,
E04132,Kinsley Henry,Director,Marketing,Manufacturing,Female,Black,45,29-02-08,"$150,577 ",25% ,United States,Miami,
E00276,Kennedy Romero,Engineering Manager,Engineering,Research & Development,Female,Latino,37,27-12-18,"$87,359 ",11% ,Brazil,Rio de Janerio,
E04277,Zoe Do,Analyst II,Sales,Speciality Products,Female,Asian,60,08-01-14,"$51,877 ",0% ,China,Beijing,
E03890,Everett Khan,Solutions Architect,IT,Manufacturing,Male,Asian,43,18-01-17,"$86,417 ",0% ,United States,Chicago,
E02012,Anna Han,System Administrator ,IT,Research & Development,Female,Asian,65,08-05-03,"$96,548 ",0% ,United States,Austin,
E02881,Leilani Sharma,Sr. Analyst,Accounting,Manufacturing,Female,Asian,43,23-01-14,"$92,940 ",0% ,China,Chengdu,
E03750,Jordan Cho,Analyst II,Accounting,Speciality Products,Male,Asian,28,24-08-18,"$61,410 ",0% ,United States,Phoenix,
E00605,Nova Williams,Manager,Finance,Speciality Products,Female,Black,61,25-04-10,"$110,302 ",6% ,United States,Miami,
E04641,Scarlett Hill,Director,Engineering,Speciality Products,Female,Black,45,22-04-18,"$187,205 ",24% ,United States,Columbus,20-06-22
E01019,Dominic Scott,Sr. Analyst,Sales,Corporate,Male,Caucasian,45,16-03-11,"$81,687 ",0% ,United States,Phoenix,
E01519,Anthony Marquez,Vice President,IT,Speciality Products,Male,Latino,54,15-08-09,"$241,083 ",39% ,United States,Columbus,
E03694,Elena Patterson,Vice President,Finance,Speciality Products,Female,Black,38,09-11-18,"$223,805 ",36% ,United States,Chicago,
E01123,Madison Nelson,Director,Accounting,Corporate,Female,Caucasian,27,16-07-21,"$161,759 ",16% ,United States,Miami,
E01366,William Walker,Computer Systems Manager,IT,Research & Development,Male,Black,40,24-02-19,"$95,899 ",10% ,United States,Columbus,08-03-21
E04005,Lincoln Wong,Sr. Analyst,Finance,Corporate,Male,Asian,49,07-06-19,"$80,700 ",0% ,United States,Columbus,
E02770,James Huang,Manager,Human Resources,Speciality Products,Male,Asian,54,11-03-97,"$128,136 ",5% ,China,Beijing,
E04018,Emery Ford,Analyst II,Marketing,Corporate,Female,Caucasian,39,18-04-17,"$58,745 ",0% ,United States,Austin,
E01591,Paisley Trinh,Technical Architect,IT,Corporate,Female,Asian,57,04-05-92,"$76,202 ",0% ,United States,Austin,18-12-94
E04940,Hudson Williams,Vice President,Sales,Speciality Products,Male,Black,36,19-03-18,"$195,200 ",36% ,United States,Austin,
E03465,Harper Phan,Analyst II,Finance,Manufacturing,Female,Asian,45,07-12-16,"$71,454 ",0% ,China,Shanghai,
E03870,Madeline Allen,Cloud Infrastructure Architect,IT,Manufacturing,Female,Caucasian,30,03-02-20,"$94,652 ",0% ,United States,Seattle,
E01927,Charles Moore,Technical Architect,IT,Manufacturing,Male,Black,34,16-02-16,"$63,411 ",0% ,United States,Miami,
E03064,Lincoln Fong,Analyst II,Sales,Speciality Products,Male,Asian,31,17-02-20,"$67,171 ",0% ,China,Chongqing,01-05-21
E01883,Isla Guzman,Sr. Manger,Accounting,Speciality Products,Female,Latino,28,06-07-19,"$152,036 ",15% ,Brazil,Rio de Janerio,
E03984,Hailey Foster,Controls Engineer,Engineering,Manufacturing,Female,Black,55,21-03-21,"$95,562 ",0% ,United States,Chicago,
E00446,Hudson Hill,Sr. Analyst,Sales,Research & Development,Male,Caucasian,30,04-11-19,"$96,092 ",0% ,United States,Austin,
E02825,Wyatt Li,Vice President,Engineering,Manufacturing,Male,Asian,63,03-06-13,"$254,289 ",39% ,United States,Chicago,
E04174,Maverick Henry,Computer Systems Manager,IT,Research & Development,Male,Caucasian,26,10-07-19,"$69,110 ",5% ,United States,Chicago,
E01899,Xavier Jackson,Vice President,Marketing,Speciality Products,Male,Caucasian,52,11-06-02,"$236,314 ",34% ,United States,Miami,
E02562,Christian Medina,Analyst,Marketing,Corporate,Male,Latino,51,19-06-07,"$45,206 ",0% ,United States,Columbus,
E01006,Autumn Leung,Vice President,Finance,Research & Development,Female,Asian,25,15-11-21,"$210,708 ",33% ,United States,Chicago,
E02903,Robert Vazquez,System Administrator ,IT,Corporate,Male,Latino,40,26-09-21,"$87,770 ",0% ,United States,Austin,
E03642,Aria Roberts,Manager,Accounting,Corporate,Female,Caucasian,38,12-08-15,"$106,858 ",5% ,United States,Seattle,
E02884,Axel Johnson,Director,Human Resources,Corporate,Male,Caucasian,60,14-04-15,"$155,788 ",17% ,United States,Seattle,
E00701,Madeline Garcia,Sr. Business Partner,Human Resources,Speciality Products,Female,Latino,45,26-04-19,"$74,891 ",0% ,Brazil,Rio de Janerio,
E04720,Christopher Chung,Controls Engineer,Engineering,Corporate,Male,Asian,28,18-12-21,"$95,670 ",0% ,United States,Phoenix,
E01985,Eliana Turner,Account Representative,Sales,Research & Development,Female,Black,65,29-09-00,"$67,837 ",0% ,United States,Austin,
E03273,Daniel Shah,Analyst II,Sales,Research & Development,Male,Asian,41,04-06-10,"$72,425 ",0% ,China,Beijing,
E02415,Penelope Gonzalez,Sr. Analyst,Sales,Corporate,Female,Latino,52,16-10-94,"$93,103 ",0% ,United States,Phoenix,
E02877,Mila Allen,Controls Engineer,Engineering,Corporate,Female,Caucasian,56,14-10-15,"$76,272 ",0% ,United States,Miami,22-10-21
E00091,Emilia Chu,Analyst II,Finance,Manufacturing,Female,Asian,48,24-06-03,"$55,760 ",0% ,United States,Austin,
E02563,Emily Clark,Vice President,Accounting,Corporate,Female,Caucasian,36,13-01-20,"$253,294 ",40% ,United States,Miami,
E04221,Roman King,Analyst II,Finance,Corporate,Male,Caucasian,60,16-08-07,"$58,671 ",0% ,United States,Columbus,
E04887,Emery Do,Account Representative,Sales,Research & Development,Female,Asian,40,16-03-18,"$55,457 ",0% ,United States,Columbus,
E03170,Autumn Thao,Account Representative,Sales,Manufacturing,Female,Asian,63,26-09-17,"$72,340 ",0% ,United States,Phoenix,03-04-19
E01636,Naomi Coleman,Manager,Marketing,Corporate,Female,Caucasian,29,02-11-16,"$122,054 ",6% ,United States,Phoenix,
E01387,Cora Zheng,Director,IT,Manufacturing,Female,Asian,27,03-01-18,"$167,100 ",20% ,China,Chengdu,
E01363,Ayla Daniels,Technical Architect,IT,Corporate,Female,Caucasian,53,23-04-97,"$78,153 ",0% ,United States,Miami,
E02249,Allison Daniels,Manager,Finance,Manufacturing,Female,Caucasian,37,14-04-20,"$103,524 ",9% ,United States,Phoenix,
E02987,Mateo Harris,Manager,IT,Corporate,Male,Caucasian,30,05-08-17,"$119,906 ",5% ,United States,Columbus,
E03655,Samantha Rogers,Analyst,Marketing,Speciality Products,Female,Caucasian,28,17-01-20,"$45,061 ",0% ,United States,Miami,
E04048,Julian Lee,IT Systems Architect,IT,Corporate,Male,Asian,51,17-01-03,"$91,399 ",0% ,United States,Seattle,
E03626,Nicholas Avila,Enterprise Architect,IT,Research & Development,Male,Latino,28,28-09-17,"$97,336 ",0% ,United States,Austin,
E03694,Hailey Watson,Sr. Manger,Accounting,Corporate,Female,Black,31,20-01-17,"$124,629 ",10% ,United States,Columbus,
E02920,Willow Woods,Vice President,Human Resources,Speciality Products,Female,Caucasian,28,25-07-21,"$231,850 ",39% ,United States,Miami,
E03220,Alexander Gonzales,Manager,Accounting,Research & Development,Male,Latino,34,04-06-18,"$128,329 ",8% ,United States,Phoenix,
E01347,Aiden Gonzales,Vice President,Marketing,Speciality Products,Male,Latino,44,28-03-21,"$186,033 ",34% ,Brazil,Sao Paulo,
E03968,Joshua Chin,Sr. Manger,Marketing,Manufacturing,Male,Asian,60,26-07-21,"$121,480 ",14% ,United States,Phoenix,
E04299,Paisley Hall,Director,Human Resources,Speciality Products,Female,Caucasian,41,21-05-10,"$153,275 ",24% ,United States,Columbus,
E01150,Allison Leung,Sr. Analyst,Sales,Research & Development,Female,Asian,62,18-05-20,"$97,830 ",0% ,United States,Austin,
E03774,Hannah Mejia,Vice President,Marketing,Corporate,Female,Latino,47,13-03-99,"$239,394 ",32% ,United States,Austin,
E01638,Elizabeth Huang,Analyst,Finance,Speciality Products,Female,Asian,62,20-09-02,"$49,738 ",0% ,China,Beijing,
E01877,Abigail Garza,Analyst,Accounting,Manufacturing,Female,Latino,33,27-05-18,"$45,049 ",0% ,United States,Seattle,
E01193,Raelynn Lu,Director,Finance,Research & Development,Female,Asian,27,26-05-20,"$153,628 ",29% ,China,Chongqing,12-12-20
E01789,Charles Luu,Sr. Manger,Sales,Manufacturing,Male,Asian,25,15-06-21,"$142,731 ",11% ,China,Shanghai,03-06-22
E01422,Lydia Espinoza,Sr. Manger,Marketing,Speciality Products,Female,Latino,29,15-05-20,"$137,106 ",12% ,Brazil,Sao Paulo,
E00440,Adeline Thao,Vice President,Finance,Corporate,Female,Asian,54,05-09-07,"$183,239 ",32% ,United States,Seattle,
E00145,Kinsley Dixon,Analyst,Accounting,Manufacturing,Female,Caucasian,28,25-05-19,"$45,819 ",0% ,United States,Miami,
E04150,Natalia Vu,Analyst,Accounting,Research & Development,Female,Asian,54,29-12-06,"$55,518 ",0% ,United States,Columbus,
E02846,Julia Mai,Manager,Marketing,Manufacturing,Female,Asian,50,11-03-12,"$108,134 ",10% ,China,Shanghai,
E04247,Camila Evans,Manager,Marketing,Research & Development,Female,Black,55,20-12-92,"$113,950 ",9% ,United States,Miami,
E02613,Everly Lai,Vice President,Marketing,Speciality Products,Female,Asian,52,01-04-98,"$182,035 ",30% ,United States,Chicago,
E03349,Adam He,Director,Accounting,Speciality Products,Male,Asian,35,16-08-17,"$181,356 ",23% ,China,Beijing,
E03648,Vivian Hunter,Account Representative,Sales,Corporate,Female,Black,26,21-08-19,"$66,084 ",0% ,United States,Seattle,
E02192,Lucy Avila,Solutions Architect,IT,Speciality Products,Female,Latino,43,22-04-10,"$76,912 ",0% ,Brazil,Sao Paulo,
E03981,Eliana Li,Test Engineer,Engineering,Research & Development,Female,Asian,63,07-05-18,"$67,987 ",0% ,United States,Miami,
E03262,Logan Mitchell,Analyst II,Marketing,Manufacturing,Male,Caucasian,65,20-08-05,"$59,833 ",0% ,United States,Columbus,
E02716,Dominic Dinh,Sr. Manger,Marketing,Speciality Products,Male,Asian,45,11-04-05,"$128,468 ",11% ,United States,Chicago,
E00245,Lucas Daniels,Manager,Sales,Corporate,Male,Black,42,29-05-11,"$102,440 ",6% ,United States,Chicago,
E04123,Andrew Holmes,Vice President,IT,Speciality Products,Male,Black,59,30-12-10,"$246,619 ",36% ,United States,Miami,
E03471,Julia Sandoval,Manager,Human Resources,Corporate,Female,Latino,42,19-11-17,"$101,143 ",6% ,United States,Miami,
E00717,Kennedy Vargas,Business Partner,Human Resources,Manufacturing,Female,Latino,45,14-10-05,"$51,404 ",0% ,Brazil,Manaus,06-12-09
E01966,Thomas Williams,Field Engineer,Engineering,Speciality Products,Male,Caucasian,45,21-11-15,"$87,292 ",0% ,United States,Columbus,
E03683,Raelynn Hong,Director,Marketing,Speciality Products,Female,Asian,28,11-12-19,"$182,321 ",28% ,China,Beijing,
E03694,Eli Reed,Systems Analyst,IT,Corporate,Male,Caucasian,51,27-02-14,"$53,929 ",0% ,United States,Miami,22-12-17
E04766,Lyla Yoon,Vice President,Accounting,Manufacturing,Female,Asian,38,13-12-12,"$191,571 ",32% ,United States,Austin,
E01465,Hannah White,Sr. Manger,Accounting,Corporate,Female,Caucasian,62,30-01-09,"$150,555 ",13% ,United States,Phoenix,
E00206,Theodore Xi,Manager,Finance,Corporate,Male,Asian,52,05-10-09,"$122,890 ",7% ,China,Shanghai,
E04088,Ezra Liang,Vice President,Finance,Research & Development,Male,Asian,52,26-05-97,"$216,999 ",37% ,United States,Miami,
E02066,Grayson Yee,Manager,Human Resources,Corporate,Male,Asian,48,16-07-15,"$110,565 ",9% ,China,Beijing,
E03227,Eli Richardson,IT Coordinator,IT,Speciality Products,Male,Caucasian,38,19-04-15,"$48,762 ",0% ,United States,Seattle,
E03364,Audrey Lee,Development Engineer,Engineering,Speciality Products,Female,Asian,51,11-02-17,"$87,036 ",0% ,China,Chongqing,
E00607,Jameson Allen,Director,Marketing,Speciality Products,Male,Caucasian,32,28-11-16,"$177,443 ",16% ,United States,Seattle,
E02258,Eliza Chen,Enterprise Architect,IT,Research & Development,Female,Asian,36,29-04-16,"$75,862 ",0% ,United States,Austin,
E03681,Lyla Chen,Sr. Business Partner,Human Resources,Research & Development,Female,Asian,45,26-04-19,"$90,870 ",0% ,United States,Chicago,
E02298,Emily Doan,Engineering Manager,Engineering,Corporate,Female,Asian,32,04-12-14,"$99,202 ",11% ,United States,Phoenix,
E02984,Jack Mai,Sr. Analyst,Marketing,Corporate,Male,Asian,45,22-09-07,"$92,293 ",0% ,China,Chengdu,
E02440,Grayson Turner,Solutions Architect,IT,Corporate,Male,Caucasian,54,30-06-92,"$63,196 ",0% ,United States,Chicago,26-10-14
E04699,Ivy Tang,Development Engineer,Engineering,Speciality Products,Female,Asian,48,03-05-12,"$65,340 ",0% ,China,Shanghai,09-05-18
E03579,Robert Zhang,Vice President,Marketing,Corporate,Male,Asian,45,24-09-15,"$202,680 ",32% ,United States,Phoenix,17-08-22
E01649,Eva Alvarado,Computer Systems Manager,IT,Manufacturing,Female,Latino,46,24-04-17,"$77,461 ",9% ,Brazil,Sao Paulo,
E04969,Abigail Vang,Operations Engineer,Engineering,Research & Development,Female,Asian,40,09-09-16,"$109,680 ",0% ,China,Chengdu,
E00170,Claire Adams,Director,Sales,Manufacturing,Female,Black,61,19-08-97,"$159,567 ",28% ,United States,Phoenix,
E00955,Theodore Marquez,Development Engineer,Engineering,Speciality Products,Male,Latino,54,24-11-12,"$94,407 ",0% ,Brazil,Sao Paulo,
E00810,Hunter Nunez,Vice President,Human Resources,Corporate,Male,Latino,62,16-08-02,"$234,594 ",33% ,United States,Seattle,
E02798,Charles Henderson,Systems Analyst,IT,Speciality Products,Male,Caucasian,48,11-02-02,"$43,080 ",0% ,United States,Austin,
E04542,Camila Cortez,Manager,Marketing,Manufacturing,Female,Latino,29,09-05-21,"$129,541 ",8% ,United States,Phoenix,24-05-21
E02818,Aaron Garza,Director,Sales,Research & Development,Male,Latino,39,27-12-13,"$165,756 ",28% ,United States,Columbus,09-06-20
E02907,Jose Singh,Sr. Manger,Finance,Speciality Products,Male,Asian,44,06-04-10,"$142,878 ",12% ,United States,Columbus,
E00023,Gabriel Joseph,Director,Engineering,Manufacturing,Male,Caucasian,52,28-10-06,"$187,992 ",28% ,United States,Miami,
E02391,Natalia Santos,Vice President,Human Resources,Speciality Products,Female,Latino,45,25-02-19,"$249,801 ",39% ,Brazil,Sao Paulo,
E01429,Dylan Wilson,Network Administrator,IT,Research & Development,Male,Caucasian,48,27-09-06,"$76,505 ",0% ,United States,Seattle,08-04-07
E00494,Robert Alvarez,Service Desk Analyst,IT,Corporate,Male,Latino,39,21-10-16,"$84,297 ",0% ,Brazil,Manaus,
E00634,Samantha Chavez,Sr. Analyst,Sales,Speciality Products,Female,Latino,53,09-01-17,"$75,769 ",0% ,Brazil,Manaus,17-07-20
E01249,Samuel Bailey,Vice President,Accounting,Speciality Products,Male,Caucasian,41,17-08-13,"$235,619 ",30% ,United States,Seattle,
E04683,Ezekiel Delgado,Director,Engineering,Speciality Products,Male,Latino,40,07-02-20,"$187,187 ",18% ,Brazil,Manaus,
E04732,Benjamin Ramirez,Network Engineer,IT,Research & Development,Male,Latino,48,27-07-05,"$68,987 ",0% ,United States,Chicago,22-04-06
E03834,Anthony Carter,Director,Engineering,Speciality Products,Male,Caucasian,41,15-03-07,"$155,926 ",24% ,United States,Columbus,30-05-08
E02923,Ethan Tang,Sr. Analyst,Accounting,Speciality Products,Male,Asian,54,04-05-16,"$93,668 ",0% ,United States,Chicago,
E02642,Sebastian Rogers,HRIS Analyst,Human Resources,Research & Development,Male,Caucasian,38,29-11-19,"$69,647 ",0% ,United States,Miami,20-04-22
E00981,Miles Thao,System Administrator ,IT,Corporate,Male,Asian,57,26-06-03,"$63,318 ",0% ,United States,Columbus,
E04157,William Cao,Sr. Analyst,Marketing,Manufacturing,Male,Asian,63,12-02-17,"$77,629 ",0% ,China,Beijing,
E03528,Leo Hsu,Sr. Manger,Human Resources,Manufacturing,Male,Asian,62,22-11-17,"$138,808 ",15% ,China,Chongqing,
E04547,Avery Grant,Enterprise Architect,IT,Research & Development,Female,Caucasian,49,05-03-14,"$88,777 ",0% ,United States,Chicago,
E04415,Penelope Fong,Director,Accounting,Corporate,Female,Asian,60,14-05-04,"$186,378 ",26% ,China,Chongqing,
E04484,Vivian Thao,Quality Engineer,Engineering,Research & Development,Female,Asian,45,23-04-15,"$60,017 ",0% ,United States,Chicago,
E02800,Eva Estrada,Sr. Manger,Sales,Speciality Products,Female,Latino,45,24-07-18,"$148,991 ",12% ,Brazil,Sao Paulo,
E04926,Emma Luna,Field Engineer,Engineering,Speciality Products,Female,Latino,52,25-03-08,"$97,398 ",0% ,Brazil,Manaus,
E01268,Charlotte Wu,Sr. Business Partner,Human Resources,Manufacturing,Female,Asian,63,02-05-07,"$72,805 ",0% ,China,Shanghai,
E04853,Vivian Chu,Sr. Account Representative,Sales,Research & Development,Female,Asian,46,17-01-21,"$72,131 ",0% ,China,Shanghai,
E01209,Jayden Williams,Manager,Human Resources,Manufacturing,Male,Caucasian,64,26-12-92,"$104,668 ",8% ,United States,Columbus,
E02024,Amelia Bell,Sr. Analyst,Sales,Manufacturing,Female,Caucasian,53,05-08-17,"$89,769 ",0% ,United States,Seattle,
E02427,Addison Mehta,Manager,Sales,Corporate,Female,Asian,27,15-09-18,"$127,616 ",7% ,United States,Columbus,
E00276,Alexander Jackson,Manager,Human Resources,Corporate,Male,Caucasian,45,09-07-12,"$109,883 ",7% ,United States,Columbus,
E00951,Everly Lin,Business Partner,Human Resources,Manufacturing,Female,Asian,25,15-03-21,"$47,974 ",0% ,China,Chongqing,
E03248,Lyla Stewart,Sr. Manger,IT,Speciality Products,Female,Caucasian,43,27-03-15,"$120,321 ",12% ,United States,Austin,
E04444,Brooklyn Ruiz,IT Coordinator,IT,Manufacturing,Female,Latino,61,10-08-14,"$57,446 ",0% ,United States,Phoenix,
E02307,Skylar Evans,Director,Accounting,Research & Development,Female,Caucasian,42,04-06-09,"$174,099 ",26% ,United States,Austin,
E02375,Lincoln Huynh,Sr. Manger,Finance,Manufacturing,Male,Asian,63,08-02-02,"$128,703 ",13% ,United States,Austin,
E02276,Hazel Griffin,Field Engineer,Engineering,Corporate,Female,Caucasian,32,09-11-15,"$65,247 ",0% ,United States,Phoenix,
E02649,Charles Gonzalez,Quality Engineer,Engineering,Research & Development,Male,Latino,27,28-09-18,"$64,247 ",0% ,Brazil,Rio de Janerio,
E00503,Leah Patterson,Manager,Human Resources,Research & Development,Female,Caucasian,33,11-06-12,"$118,253 ",8% ,United States,Austin,
E01706,Avery Sun,Operations Engineer,Engineering,Manufacturing,Female,Asian,45,11-03-04,"$109,422 ",0% ,China,Chongqing,
E00676,Isaac Yoon,Manager,Human Resources,Corporate,Male,Asian,41,06-02-19,"$126,950 ",10% ,United States,Chicago,
E02005,Isabella Bui,Enterprise Architect,IT,Manufacturing,Female,Asian,36,21-11-14,"$97,500 ",0% ,United States,Miami,
E01895,Gabriel Zhou,IT Coordinator,IT,Manufacturing,Male,Asian,25,17-01-21,"$41,844 ",0% ,China,Chongqing,
E01396,Jack Vu,Analyst II,Accounting,Research & Development,Male,Asian,43,10-02-14,"$58,875 ",0% ,China,Chengdu,
E00749,Valentina Moua,Account Representative,Sales,Manufacturing,Female,Asian,37,10-11-15,"$64,204 ",0% ,United States,Columbus,20-04-21
E01941,Quinn Trinh,Analyst II,Sales,Corporate,Female,Asian,42,09-05-10,"$67,743 ",0% ,China,Beijing,25-12-14
E01413,Caroline Nelson,Sr. Account Representative,Sales,Speciality Products,Female,Black,60,30-07-97,"$71,677 ",0% ,United States,Columbus,
E03928,Miles Dang,IT Coordinator,IT,Speciality Products,Male,Asian,61,24-09-00,"$40,063 ",0% ,United States,Miami,
E04109,Leah Bryant,IT Coordinator,IT,Manufacturing,Female,Caucasian,55,30-04-04,"$40,124 ",0% ,United States,Austin,
E03994,Henry Jung,Automation Engineer,Engineering,Manufacturing,Male,Asian,57,26-02-18,"$103,183 ",0% ,United States,Austin,09-07-21
E00639,Benjamin Mai,System Administrator ,IT,Corporate,Male,Asian,54,15-06-98,"$95,239 ",0% ,United States,Phoenix,
E00608,Anna Han,Development Engineer,Engineering,Manufacturing,Female,Asian,29,09-11-19,"$75,012 ",0% ,United States,Chicago,
E04189,Ariana Kim,Network Architect,IT,Manufacturing,Female,Asian,33,29-06-14,"$96,366 ",0% ,China,Chengdu,
E02732,Alice Tran,Analyst,Marketing,Corporate,Female,Asian,39,29-07-14,"$40,897 ",0% ,United States,Seattle,
E00324,Hailey Song,Manager,Finance,Research & Development,Female,Asian,37,23-08-16,"$124,928 ",6% ,China,Chongqing,
E00518,Lydia Morales,Manager,Finance,Speciality Products,Female,Latino,51,14-06-13,"$108,221 ",5% ,Brazil,Manaus,
E01286,Liam Sanders,Sr. Business Partner,Human Resources,Corporate,Male,Caucasian,46,20-02-07,"$75,579 ",0% ,United States,Seattle,
E04564,Luke Sanchez,Sr. Manger,Human Resources,Manufacturing,Male,Latino,41,27-12-15,"$129,903 ",13% ,Brazil,Sao Paulo,
E02033,Grace Sun,Director,Finance,Research & Development,Female,Asian,25,17-04-21,"$186,870 ",20% ,China,Shanghai,
E00412,Ezra Banks,Analyst II,Sales,Research & Development,Male,Caucasian,37,23-04-10,"$57,531 ",0% ,United States,Chicago,
E01844,Jayden Kang,Analyst,Finance,Research & Development,Male,Asian,46,24-04-11,"$55,894 ",0% ,United States,Seattle,
E00667,Skylar Shah,Field Engineer,Engineering,Manufacturing,Female,Asian,42,27-04-12,"$72,903 ",0% ,United States,Phoenix,
E02639,Sebastian Le,Analyst,Finance,Corporate,Male,Asian,37,09-11-15,"$45,369 ",0% ,China,Beijing,
E00287,Luca Nelson,Manager,Finance,Speciality Products,Male,Caucasian,60,15-06-10,"$106,578 ",9% ,United States,Miami,
E02235,Riley Ramirez,Sr. Business Partner,Human Resources,Research & Development,Female,Latino,52,13-09-99,"$92,994 ",0% ,United States,Chicago,
E02720,Jaxon Fong,Sr. Analyst,Sales,Speciality Products,Male,Asian,59,13-03-97,"$83,685 ",0% ,China,Beijing,
E03583,Kayden Jordan,Cloud Infrastructure Architect,IT,Research & Development,Male,Caucasian,48,14-09-10,"$99,335 ",0% ,United States,Phoenix,
E01188,Alexander James,Sr. Manger,Human Resources,Manufacturing,Male,Caucasian,42,18-04-13,"$131,179 ",15% ,United States,Columbus,
E02428,Connor Luu,Computer Systems Manager,IT,Speciality Products,Male,Asian,35,03-05-16,"$73,899 ",5% ,China,Chengdu,
E03289,Christopher Lam,Vice President,Accounting,Manufacturing,Male,Asian,64,29-03-13,"$252,325 ",40% ,United States,Columbus,
E01947,Sophie Owens,Analyst II,Finance,Research & Development,Female,Caucasian,30,05-03-15,"$52,697 ",0% ,United States,Seattle,
E02024,Addison Perez,Operations Engineer,Engineering,Speciality Products,Female,Latino,29,25-09-20,"$123,588 ",0% ,Brazil,Sao Paulo,
E04249,Hadley Dang,Vice President,Accounting,Corporate,Female,Asian,47,26-12-21,"$243,568 ",33% ,United States,Austin,
E01090,Ethan Mehta,Director,Sales,Research & Development,Male,Asian,49,20-07-01,"$199,176 ",24% ,United States,Phoenix,
E03830,Madison Her,Technical Architect,IT,Speciality Products,Female,Asian,56,22-06-96,"$82,806 ",0% ,United States,Seattle,
E04363,Savannah Singh,Director,Marketing,Speciality Products,Female,Asian,53,20-06-97,"$164,399 ",25% ,United States,Seattle,
E04920,Nevaeh Hsu,Sr. Manger,Human Resources,Manufacturing,Female,Asian,32,14-04-17,"$154,956 ",13% ,United States,Phoenix,
E03866,Jordan Zhu,Sr. Manger,Marketing,Manufacturing,Male,Asian,32,29-01-17,"$143,970 ",12% ,United States,Seattle,09-12-17
E03521,Jackson Navarro,Director,Sales,Corporate,Male,Latino,52,25-09-20,"$163,143 ",28% ,Brazil,Sao Paulo,
E04095,Sadie Patterson,Sr. Analyst,Accounting,Speciality Products,Female,Caucasian,38,24-07-20,"$89,390 ",0% ,United States,Seattle,
E04079,Christopher Butler,Network Architect,IT,Manufacturing,Male,Caucasian,41,05-10-17,"$67,468 ",0% ,United States,Miami,
E01508,Penelope Rodriguez,Engineering Manager,Engineering,Manufacturing,Female,Latino,49,12-03-16,"$100,810 ",12% ,Brazil,Rio de Janerio,
E02259,Emily Lau,Sr. Analyst,Finance,Manufacturing,Female,Asian,35,18-03-19,"$74,779 ",0% ,United States,Phoenix,
E04972,Sophie Oh,Network Engineer,IT,Corporate,Female,Asian,29,09-11-17,"$63,985 ",0% ,United States,Miami,
E01834,Chloe Allen,Solutions Architect,IT,Manufacturing,Female,Caucasian,64,08-07-04,"$77,903 ",0% ,United States,Seattle,
E03124,Caleb Nelson,Director,Marketing,Corporate,Male,Caucasian,33,12-06-17,"$164,396 ",29% ,United States,Columbus,
E01898,Oliver Moua,IT Systems Architect,IT,Corporate,Male,Asian,29,28-06-21,"$71,234 ",0% ,United States,Seattle,
E00342,Wesley Doan,Manager,Finance,Corporate,Male,Asian,63,19-04-04,"$122,487 ",8% ,China,Shanghai,
E03910,Nova Hsu,Manager,Human Resources,Speciality Products,Female,Asian,32,03-01-17,"$101,870 ",10% ,United States,Phoenix,
E00862,Levi Moreno,Systems Analyst,IT,Research & Development,Male,Latino,64,27-06-20,"$40,316 ",0% ,Brazil,Manaus,
E02576,Gianna Ha,Manager,IT,Research & Development,Female,Asian,55,08-02-05,"$115,145 ",5% ,China,Chongqing,
E00035,Lillian Gonzales,Cloud Infrastructure Architect,IT,Manufacturing,Female,Latino,43,13-03-09,"$62,335 ",0% ,Brazil,Manaus,
E01832,Ezra Singh,Analyst,Finance,Manufacturing,Male,Asian,56,10-05-06,"$41,561 ",0% ,United States,Austin,
E01755,Audrey Patel,Sr. Manger,Finance,Speciality Products,Female,Asian,37,24-04-11,"$131,183 ",14% ,China,Shanghai,16-03-16
E00465,Brooklyn Cho,Technical Architect,IT,Manufacturing,Female,Asian,45,08-07-02,"$92,655 ",0% ,China,Chengdu,
E02391,Piper Ramos,Sr. Manger,Sales,Manufacturing,Female,Latino,49,02-04-96,"$157,057 ",12% ,United States,Miami,
E04697,Eleanor Williams,Enterprise Architect,IT,Speciality Products,Female,Caucasian,61,09-02-05,"$64,462 ",0% ,United States,Chicago,
E00371,Melody Grant,Quality Engineer,Engineering,Corporate,Female,Caucasian,41,07-10-05,"$79,352 ",0% ,United States,Seattle,
